name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w58	w58	can6		w58	w58	w58	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w58				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w59	w59	can6		w59	w59	w59	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w59				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w60	w60	can6		w60	w60	w60	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w60				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w61	w61	can6		w61	w61	w61	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w61				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w62	w62	can6		w62	w62	w62	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w62				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w63	w63	can6		w63	w63	w63	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w63				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w64	w64	can6		w64	w64	w64	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w64				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w65	w65	can6		w65	w65	w65	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w65				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w66	w66	can6		w66	w66	w66	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w66				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w67	w67	can6		w67	w67	w67	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w67				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w68	w68	can6		w68	w68	w68	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w68				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w69	w69	can6		w69	w69	w69	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w69				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w70	w70	can6		w70	w70	w70	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w70				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w71	w71	can6		w71	w71	w71	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w71				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w72	w72	can6		w72	w72	w72	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w72				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w73	w73	can6		w73	w73	w73	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w73				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w74	w74	can6		w74	w74	w74	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w74				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w75	w75	can6		w75	w75	w75	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w75				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w76	w76	can6		w76	w76	w76	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w76				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w77	w77	can6		w77	w77	w77	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w77				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w78	w78	can6		w78	w78	w78	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w78				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w79	w79	can6		w79	w79	w79	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w79				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w80	w80	can6		w80	w80	w80	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w80				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tokenizer	1	0	0	0	0			1	0	0	1	2500		tkz	tkz	tkz		tkz	tkz	tkz	16	1	1	0	0	0	flpkey	invtknzer		0	xxx			0	cube		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1												1	tkzdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1			
Heart (6 Pack)	1	0	0	0	0			1	0	0	1	69		6hrt	6hrt	6hrt		6hrt	6hrt	6hrt	16	1	1	0	0	0	flphrt	inv6hrt		0	xxx			0	or6p		item_monsterguts	12	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Brain (6 Pack)	1	0	0	0	0			1	0	0	1	60		6brz	6brz	6brz		6brz	6brz	6brz	16	1	1	0	0	0	flpbrnz	inv6brnz		0	xxx			0	or6p		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Jawbone (6 Pack)	1	0	0	0	0			1	0	0	1	75		6jaw	6jaw	6jaw		6jaw	6jaw	6jaw	16	1	1	0	0	0	flpjaw	inv6jaw		0	xxx			0	or6p		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Eye (6 Pack)	1	0	0	0	0			1	0	0	1	45		6eyz	6eyz	6eyz		6eyz	6eyz	6eyz	16	1	1	0	0	0	flpeye	inv6eye		0	xxx			0	or6p		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Horn (6 Pack)	1	0	0	0	0			1	0	0	1	48		6hrn	6hrn	6hrn		6hrn	6hrn	6hrn	16	1	1	0	0	0	flphorn	inv6horn		0	xxx			0	or6p		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tail (6 Pack)	1	0	0	0	0			1	0	0	1	63		6tal	6tal	6tal		6tal	6tal	6tal	16	1	1	0	0	0	flptail	inv6tail		0	xxx			0	or6p		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flag (6 Pack)	1	0	0	0	0			1	0	0	1	98		6flg	6flg	6flg		6flg	6flg	6flg	16	1	1	0	0	0	flpflag	inv6flag		0	xxx			0	or6p		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Fang (6 Pack)	1	0	0	0	0			1	0	0	1	80		6fng	6fng	6fng		6fng	6fng	6fng	16	1	1	0	0	0	flpfang	inv6fang		0	xxx			0	or6p		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Quill (6 Pack)	1	0	0	0	0			1	0	0	1	32		6qll	6qll	6qll		6qll	6qll	6qll	16	1	1	0	0	0	flpquil	inv6quil		0	xxx			0	or6p		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Soul (6 Pack)	1	0	0	0	0			1	0	0	1	100		6sol	6sol	6sol		6sol	6sol	6sol	16	1	1	0	0	0	flpsple	inv6sol		0	xxx			0	or6p		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Scalp (6 Pack)	1	0	0	0	0			1	0	0	1	40		6scz	6scz	6scz		6scz	6scz	6scz	16	1	1	0	0	0	flpbonr1	inv6bonr1		0	xxx			0	or6p		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Spleen (6 Pack)	1	0	0	0	0			1	0	0	1	85		6spe	6spe	6spe		6spe	6spe	6spe	16	1	1	0	0	0	flpsple	inv6sple		0	xxx			0	or6p		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Anvil (6 Pack)	1	0	0	0	0			1	0	0	1	85		6qqq	6qqq	6qqq		6qqq	6qqq	6qqq	16	1	1	0	0	0	flpgsw	inv6qqq		0	xxx			0	or6p		item_sword	12	item_sword	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decipherer (6 Pack)	1	0	0	0	0			1	0	0	1	32000		6ddd	6ddd	6ddd		6ddd	6ddd	6ddd	16	1	1	0	0	0	flpamu	inv6amu		0	xxx			0	or6p		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Cook Book (6 Pack)	1	0	0	0	0			1	0	0	1	120000		6yyy	6yyy	6yyy		6yyy	6yyy	6yyy	16	1	1	0	0	0	flpbbk	inv6book1		0	xxx			0	or6p		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Wild Card (6 Pack)	1	0	0	0	0			1	0	0	1	960000		699j	699j	699j		699j	699j	699j	16	1	1	0	0	0	flpscr	inv6cpn4		0	xxx			0	or6p		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Socket Donut (6 Pack)	1	0	0	0	0			1	0	0	1	480000		6sdo	6sdo	6sdo		6sdo	6sdo	6sdo	16	1	1	0	0	0	flprin	inv6donut		0	xxx			0	or6p		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Player Ear (6 Pack)	1	0	0	0	0			1	0	0	1	0		6ear	6ear	6ear		6ear	6ear	6ear	16	1	1	0	0	0	flpear	inv6ear		0	xxx			0	or6p		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Maple Leaf (6 Pack)	1	0	0	0	0			1	0	0	1	6000000		6map	6map	6map		6map	6map	6map	16	1	1	0	0	0	flpgsy	inv6maple		0	xxx			0	or6p		item_ring	12	item_ring	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
DragonStone (6 Pack)	1	0	0	0	0			1	0	0	1	120000		6ppp	6ppp	6ppp		6ppp	6ppp	6ppp	16	1	1	0	0	0	flpmss	inv6ppp		0	xxx			0	or6p		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Full Rejuv Potion (6 Pack)	1	0	0	0	0			1	0	0	1	9000		6rvl	6rvl	6rvl		6rvl	6rvl	6rvl	16	1	1	0	0	0	flpvpl	inv6vpl		0	xxx			0	or6p		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Steak (6 Pack)	1	0	0	0	0			1	0	0	1	510		6zzz	6zzz	6zzz		6zzz	6zzz	6zzz	16	1	1	0	0	0	flpsple	inv6zzz		0	xxx			0	or6p		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1												1	6packdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Charm Token	0	100	1	0	1			1	0	0	1	0	0	cx9	rgd	tkn		cx9	cx9	cx9	16	1	1	1	1	1	flprun	invtok2_cha		0	xxx			0	tokn		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Commander's Ribbon	1	0	0	0	0			1	0	0	1	50	0	rib	rib	rib		rib	rib	rib	16	1	1	0	0	0	flplbl	invribbon		0	xxx			0	cube		item_lightarmor	14	item_lightarmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	ribdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1			
Commander's Medallion 1	0	100	1	0	0			4	0	0	1	6300	63000	md0	amu	md0	321	md0	md0	md0	16	1	1	0	0	0	flpamu	invmedal	invmedal	0	xxx			0	aamu		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	0	xxx	xxx						
Commander's Medallion 1 (soc)	0	100	1	0	0			4	0	0	1	6300	63000	md1	amu	md0	321	md1	md1	md1	16	1	1	1	1	1	flpamu	invmedal	invmedal	0	xxx			0	aamu		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	0	xxx	xxx						
Commander's Medallion 2	0	100	1	0	0			4	0	0	1	6300	63000	md2	amu	md2	322	md2	md2	md2	16	1	1	0	0	0	flpamu	invmedal	invmedal	0	xxx			0	aamu		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	0	xxx	xxx						
Commander's Medallion 2 (soc)	0	100	1	0	0			4	0	0	1	6300	63000	md3	amu	md2	322	md3	md3	md3	16	1	1	1	1	1	flpamu	invmedal	invmedal	0	xxx			0	aamu		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	0	xxx	xxx						
Commander's Medallion 3	0	100	1	0	0			4	0	0	1	6300	63000	md4	amu	md4	323	md4	md4	md4	16	1	1	0	0	0	flpamu	invmedal	invmedal	0	xxx			0	aamu		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	0	xxx	xxx						
Commander's Medallion 3 (soc)	0	100	1	0	0			4	0	0	1	6300	63000	md5	amu	md4	323	md5	md5	md5	16	1	1	1	1	1	flpamu	invmedal	invmedal	0	xxx			0	aamu		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	0	xxx	xxx						
Monster Ring 0	0	0	1	0	0			4	0	0	1	5000	50000	mr0	rin	rin		mr0	mr0	mr0	16	1	1	0	0	0	flprin	invrin		0	xxx			0	mrn0		item_ring	12	item_ring	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	0	xxx	xxx						
Monster Ring 1	0	0	1	0	0			4	0	0	1	5000	50000	mr1	rin	rin		mr1	mr1	mr1	16	1	1	0	0	0	flprin	invrin		0	xxx			0	mrn1		item_ring	12	item_ring	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	0	xxx	xxx						
