Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ladder	noAlwaysSpawn	*eol
Council Item (H) Desecrated B			3	650	800	800	1024	19	"gld,mul=2048"	9	Act 4 (H) Equip C	15	Act 4 (H) Junk	5	Act 4 (H) Good	3	Act 4 (H) Magic B	4																0
Council Item (H) Desecrated C			3	650	800	800	1024	19	"gld,mul=2048"	9	Act 5 (H) Equip A	15	Act 5 (H) Junk	5	Act 5 (H) Good	3	Act 5 (H) Magic A	4																0
Council Item (H) Desecrated D			3	650	800	800	1024	19	"gld,mul=2048"	9	Act 5 (H) Equip B	15	Act 5 (H) Junk	5	Act 5 (H) Good	3	Act 5 (H) Magic B	4																0
Council Item (H) Desecrated E			3	650	800	800	1024	19	"gld,mul=2048"	9	Act 5 (H) Equip C	15	Act 5 (H) Junk	5	Act 5 (H) Good	3	Act 5 (H) Magic C	4																0
Council (H) Desecrated A	25	85	-2					0	Sunder Charms	1	Council Item (H) Desecrated A	1																						0
Council (H) Desecrated B	25	87	-2					0	Sunder Charms	1	Council Item (H) Desecrated B	1																						0
Council (H) Desecrated C	25	90	-2					0	Sunder Charms	1	Council Item (H) Desecrated C	1																						0
Council (H) Desecrated D	25	93	-2					0	Sunder Charms	1	Council Item (H) Desecrated D	1																						0
Council (H) Desecrated E	25	96	-2					0	Sunder Charms	1	Council Item (H) Desecrated E	1																						0
Griswold Desecrated A	26	8	-3					0	Act 1 Uitem C	1	Act 1 Melee B	2																						0
Griswold Desecrated B	26	29	-3					0	Act 4 Uitem B	1	Act 4 Melee A	2																						0
Griswold Desecrated C	26	48	-3					0	Act 3 (N) Uitem A	1	Act 2 (N) Melee B	2																						0
Griswold (N) Desecrated A	26	42	-3					0	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																						0
Griswold (N) Desecrated B	26	57	-3					0	Act 1 (H) Uitem C	1	Act 3 (N) Melee B	2																						0
Griswold (N) Desecrated C	26	73	-3					0	Act 3 (H) Uitem C	1	Act 3 (H) Melee B	2																						0
Griswold (H) Desecrated A	26	87	-4					0	Sunder Charms	1	Act 4 (H) Uitem B	1	Act 4 (H) Melee A	2																				0
Griswold (H) Desecrated B	26	90	-4					0	Sunder Charms	1	Act 5 (H) Uitem A	1	Act 4 (H) Melee B	2																				0
Griswold (H) Desecrated C	26	93	-4					0	Sunder Charms	1	Act 5 (H) Uitem B	1	Act 5 (H) Melee A	2																				0
Griswold (H) Desecrated D	26	96	-4					0	Sunder Charms	1	Act 5 (H) Uitem C	1	Act 5 (H) Melee B	2																				0
Haphesto Desecrated A	27	28	5	800	800	900	1024	19	"gld,mul=1280"	14	Act 5 Equip A	19	Act 5 Junk	5	Act 5 Good	3																		0
Haphesto Desecrated B	27	38	5	800	800	900	1024	19	"gld,mul=1280"	14	Act 5 Equip C	19	Act 5 Junk	5	Act 5 Good	3																		0
Haphesto Desecrated C	27	48	5	800	800	900	1024	19	"gld,mul=1280"	14	Act 3 (N) Equip C	19	Act 3 (N) Junk	5	Act 3 (N) Good	3																		0
Haphesto (N) Desecrated A	27	60	5	800	800	900	1024	19	"gld,mul=1536"	14	Act 5 (N) Equip A	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																		0
Haphesto (N) Desecrated B	27	66	5	800	800	900	1024	19	"gld,mul=1536"	14	Act 5 (N) Equip C	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																		0
Haphesto (N) Desecrated C	27	73	5	800	800	900	1024	19	"gld,mul=1536"	14	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																		0
Haphesto Item (H) Desecrated A			5	800	800	900	1024	19	"gld,mul=2048"	14	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																		0
Haphesto Item (H) Desecrated B			5	800	800	900	1024	19	"gld,mul=2048"	14	Act 5 (H) Equip B	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																		0
Haphesto Item (H) Desecrated C			5	800	800	900	1024	19	"gld,mul=2048"	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																		0
Haphesto (H) Desecrated A	27	88	-2					0	Sunder Charms	1	Haphesto Item (H) Desecrated A	1																						0
Haphesto (H) Desecrated B	27	93	-2					0	Sunder Charms	1	Haphesto Item (H) Desecrated B	1																						0
Haphesto (H) Desecrated C	27	96	-2					0	Sunder Charms	1	Haphesto Item (H) Desecrated C	1																						0
Nihlathak Desecrated	28	68	5	900	900	900	1024	19	"gld,mul=1280"	14	Act 3 (N) Equip A	19	Act 3 (N) Junk	5	Act 3 (N) Good	3																		0
Nihlathak (N) Desecrated	28	73	5	900	900	900	1024	19	"gld,mul=1280"	14	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																		0
Nihlathak Item (H) Desecrated			5	900	900	900	1024	19	"gld,mul=2048"	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3	pk3	1																0
Nihlathak (H) Desecrated	28	95	-2						Sunder Charms	1	Nihlathak Item (H) Desecrated	1																						0
Baal Desecrated	29	60	7	983	983	983	1024	15	"gld,mul=1280"	5	Act 3 (N) Equip A	52	Act 3 (N) Junk	5	Act 3 (N) Good	3																		0
Baal (N) Desecrated	29	75	7	983	983	983	1024	15	"gld,mul=1536"	5	Act 3 (H) Equip A	52	Act 3 (H) Junk	5	Act 3 (H) Good	3																		0
Baal Item (H) Desecrated			7	983	983	983	1024	15	"gld,mul=2048"	5	Act 5 (H) Equip C	52	Act 5 (H) Junk	5	Act 5 (H) Good	3	fed	1																0
Baal (H) Desecrated	29	99	-2					0	Sunder Charms	1	Baal Item (H) Desecrated	1																						0
Blood Raven Desecrated A	30	10	5	800	800	972	1024	19	"gld,mul=1280"	14	Act 1 Equip C	19	Act 1 Junk	5	Act 1 Good	3																		0
Blood Raven Desecrated B	30	29	5	800	800	972	1024	19	"gld,mul=1280"	14	Act 4 Equip B	19	Act 4 Junk	5	Act 4 Good	3																		0
Blood Raven Desecrated C	30	48	5	800	800	972	1024	19	"gld,mul=1280"	14	Act 3 (N) Equip A	19	Act 3 (N) Junk	5	Act 3 (N) Good	3																		0
Blood Raven (N) Desecrated A	30	43	5	800	800	972	1024	19	"gld,mul=1536"	14	Act 1 (N) Equip C	19	Act 1 (N) Junk	5	Act 1 (N) Good	3																		0
Blood Raven (N) Desecrated B	30	57	5	800	800	972	1024	19	"gld,mul=1536"	14	Act 4 (N) Equip B	19	Act 4 (N) Junk	5	Act 4 (N) Good	3																		0
Blood Raven (N) Desecrated C	30	73	5	800	800	972	1024	19	"gld,mul=1536"	14	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																		0
Blood Raven Item (H) Desecrated A			5	800	800	972	1024	19	"gld,mul=2048"	14	Act 4 (H) Equip B	19	Act 4 (H) Junk	5	Act 4 (H) Good	3																		0
Blood Raven Item (H) Desecrated B			5	800	800	972	1024	19	"gld,mul=2048"	14	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																		0
Blood Raven Item (H) Desecrated C			5	800	800	972	1024	19	"gld,mul=2048"	14	Act 5 (H) Equip B	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																		0
Blood Raven Item (H) Desecrated D			5	800	800	972	1024	19	"gld,mul=2048"	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																		0
Blood Raven (H) Desecrated A	30	88	-2					0	Sunder Charms	1	Blood Raven Item (H) Desecrated A	1																						0
Blood Raven (H) Desecrated B	30	90	-2					0	Sunder Charms	1	Blood Raven Item (H) Desecrated B	1																						0
Blood Raven (H) Desecrated C	30	93	-2					0	Sunder Charms	1	Blood Raven Item (H) Desecrated C	1																						0
Blood Raven (H) Desecrated D	30	96	-2					0	Sunder Charms	1	Blood Raven Item (H) Desecrated D	1																						0
Smith Desecrated A	31	13	-3					0	Act 2 Uitem A	1	Act 2 Melee A	2																						0
Smith Desecrated B	31	32	-3					0	Act 4 Uitem B	1	Act 4 Melee B	2																						0
Smith Desecrated C	31	48	-3					0	Act 3 (N) Uitem A	1	Act 3 (N) Melee A	2																						0
Smith (N) Desecrated A	31	43	-3					0	Act 2 (N) Uitem A	1	Act 2 (N) Melee A	2																						0
Smith (N) Desecrated B	31	57	-3					0	Act 4 (N) Uitem B	1	Act 4 (N) Melee B	2																						0
Smith (N) Desecrated C	31	73	-3					0	Act 3 (H) Uitem A	1	Act 3 (H) Melee A	2																						0
Smith (H) Desecrated A	31	73	-4					0	Sunder Charms	1	Act 3 (H) Uitem A	1	Act 3 (H) Melee A	2																				0
Smith (H) Desecrated B	31	75	-4					0	Sunder Charms	1	Act 3 (H) Uitem B	1	Act 3 (H) Melee B	2																				0
Smith (H) Desecrated C	31	78	-4					0	Sunder Charms	1	Act 3 (H) Uitem C	1	Act 3 (H) Melee B	2																				0
Smith (H) Desecrated D	31	81	-4					0	Sunder Charms	1	Act 4 (H) Uitem A	1	Act 4 (H) Melee A	2																				0
Smith (H) Desecrated E	31	84	-4					0	Sunder Charms	1	Act 4 (H) Uitem B	1	Act 4 (H) Melee B	2																				0
Smith (H) Desecrated F	31	87	-4					0	Sunder Charms	1	Act 4 (H) Uitem B	1	Act 4 (H) Melee B	2																				0
Smith (H) Desecrated G	31	90	-4					0	Sunder Charms	1	Act 5 (H) Uitem A	1	Act 5 (H) Melee A	2																				0
Smith (H) Desecrated H	31	93	-4					0	Sunder Charms	1	Act 5 (H) Uitem B	1	Act 5 (H) Melee B	2																				0
Smith (H) Desecrated I	31	96	-4					0	Sunder Charms	1	Act 5 (H) Uitem C	1	Act 5 (H) Melee C	2																				0
Izual Desecrated A	32	29	5	800	800	972	1024	19	"gld,mul=1280"	14	Act 4 Equip B	19	Act 4 Junk	5	Act 4 Good	3																		0
Izual Desecrated B	32	38	5	800	800	972	1024	19	"gld,mul=1280"	14	Act 5 Equip C	19	Act 5 Junk	5	Act 5 Good	3																		0
Izual Desecrated C	32	48	5	800	800	972	1024	19	"gld,mul=1280"	14	Act 3 (N) Equip A	19	Act 3 (N) Junk	5	Act 3 (N) Good	3																		0
Izual (N) Desecrated A	32	60	5	800	800	972	1024	19	"gld,mul=1536"	14	Act 4 (N) Equip B	19	Act 4 (N) Junk	5	Act 4 (N) Good	3																		0
Izual (N) Desecrated B	32	66	5	800	800	972	1024	19	"gld,mul=1536"	14	Act 5 (N) Equip C	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																		0
Izual (N) Desecrated C	32	73	5	800	800	972	1024	19	"gld,mul=1536"	14	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																		0
Izual Item (H) Desecrated A			5	800	800	972	1024	19	"gld,mul=2048"	14	Act 4 (H) Equip B	19	Act 4 (H) Junk	5	Act 4 (H) Good	3																		0
Izual Item (H) Desecrated B			5	800	800	972	1024	19	"gld,mul=2048"	14	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																		0
Izual Item (H) Desecrated C			5	800	800	972	1024	19	"gld,mul=2048"	14	Act 5 (H) Equip B	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																		0
Izual Item (H) Desecrated D			5	800	800	972	1024	19	"gld,mul=2048"	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																		0
Izual (H) Desecrated A	32	86	-2					0	Sunder Charms	1	Izual Item (H) Desecrated A	1																						0
Izual (H) Desecrated B	32	90	-2					0	Sunder Charms	1	Izual Item (H) Desecrated B	1																						0
Izual (H) Desecrated C	32	93	-2					0	Sunder Charms	1	Izual Item (H) Desecrated C	1																						0
Izual (H) Desecrated D	32	96	-2					0	Sunder Charms	1	Izual Item (H) Desecrated D	1																						0
Cow King Desecrated A	33	31	5	850	983	983	1024	0	Act 4 Uitem B	1	Act 4 Melee B	2																						0
Cow King Desecrated B	33	40	5	850	983	983	1024	0	Act 1 (N) Uitem A	1	Act 1 (N) Melee A	2																						0
Cow King Desecrated C	33	48	5	850	983	983	1024	0	Act 3 (N) Uitem A	1	Act 3 (N) Melee A	2																						0
Cow King (N) Desecrated A	33	67	5	850	983	983	1024	0	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																						0
Cow King (N) Desecrated C	33	73	5	850	983	983	1024	0	Act 3 (H) Uitem C	1	Act 3 (H) Melee B	2																						0
Cow King Item (H) Desecrated A			5	850	983	983	1024	0	Act 4 (H) Uitem B	1	Act 4 (H) Melee B	2																						0
Cow King Item (H) Desecrated B			5	850	983	983	1024	0	Act 5 (H) Uitem A	1	Act 5 (H) Melee A	2																						0
Cow King Item (H) Desecrated C			5	850	983	983	1024	0	Act 5 (H) Uitem B	1	Act 5 (H) Melee B	2																						0
Cow King Item (H) Desecrated D			5	850	983	983	1024	0	Act 5 (H) Uitem C	1	Act 5 (H) Melee C	2																						0
Cow King (H) Desecrated A	33	86	-2					0	Sunder Charms	1	Cow King Item (H) Desecrated A	1																						0
Cow King (H) Desecrated B	33	90	-2					0	Sunder Charms	1	Cow King Item (H) Desecrated B	1																						0
Cow King (H) Desecrated C	33	93	-2					0	Sunder Charms	1	Cow King Item (H) Desecrated C	1																						0
Cow King (H) Desecrated D	33	96	-2					0	Sunder Charms	1	Cow King Item (H) Desecrated D	1																						0
Duriel Desecrated A	34	22	5					0	tsc	1	Duriel - Base Desecrated A	2																						0
Duriel Desecrated B	34	36	5					0	tsc	1	Duriel - Base Desecrated B	2																						0
Duriel Desecrated C	34	48	5					0	tsc	1	Duriel - Base Desecrated C	2																						0
Duriel (N) Desecrated A	34	55	5					0	tsc	1	Duriel (N) - Base Desecrated A	2																						0
Duriel (N) Desecrated B	34	63	5					0	tsc	1	Duriel (N) - Base Desecrated B	2																						0
Duriel (N) Desecrated C	34	73	5					0	tsc	1	Duriel (N) - Base Desecrated C	2																						0
Duriel (H) Desecrated Five			5					0	tsc	1	Duriel (H) - Base Desecrated A	2																						0
Duriel (H) Desecrated Town Portal			5					0	tsc	1	Duriel (H) - Base Desecrated B	2																						0
Duriel (H) Desecrated Scrolls			5					0	tsc	1	Duriel (H) - Base Desecrated C	2																						0
Duriel (H) Desecrated Incoming			5					0	tsc	1	Duriel (H) - Base Desecrated D	2																						0
Duriel (H) Desecrated A	34	88	-2					0	Sunder Charms	1	Duriel (H) Desecrated Five	1																						0
Duriel (H) Desecrated B	34	90	-2					0	Sunder Charms	1	Duriel (H) Desecrated Town Portal	1																						0
Duriel (H) Desecrated C	34	93	-2					0	Sunder Charms	1	Duriel (H) Desecrated Scrolls	1																						0
Duriel (H) Desecrated D	34	96	-2					0	Sunder Charms	1	Duriel (H) Desecrated Incoming	1																						0
Countess Item Desecrated A			5					19	"gld,mul=1280"	11	Act 2 Equip A	19	Act 3 Junk	15	Act 3 Good	3																		0
Countess Item Desecrated B			5					19	"gld,mul=1280"	11	Act 5 Equip A	19	Act 1 (N) Junk	15	Act 1 (N) Good	3																		0
Countess Item Desecrated C			5					19	"gld,mul=1280"	11	Act 3 (N) Equip A	19	Act 4 (N) Junk	15	Act 4 (N) Good	3																		0
Countess Item (N) Desecrated A			5					19	"gld,mul=1536"	11	Act 2 (N) Equip B	19	Act 3 (N) Junk	15	Act 3 (N) Good	3																		0
Countess Item (N) Desecrated B			5					19	"gld,mul=1536"	11	Act 4 (N) Equip B	19	Act 5 (N) Junk	15	Act 5 (N) Good	3																		0
Countess Item (N) Desecrated C			5					19	"gld,mul=1536"	11	Act 3 (H) Equip A	19	Act 4 (H) Junk	15	Act 4 (H) Good	3																		0
Countess Item (H) Desecrated A			5					19	"gld,mul=2048"	11	Act 4 (H) Equip A	19	Act 4 (H) Junk	15	Act 4 (H) Good	3	pk1	1																0
Countess Item (H) Desecrated B			5					19	"gld,mul=2048"	11	Act 4 (H) Equip B	19	Act 4 (H) Junk	15	Act 4 (H) Good	3	pk1	1																0
Countess Item (H) Desecrated C			5					19	"gld,mul=2048"	11	Act 4 (H) Equip C	19	Act 4 (H) Junk	15	Act 4 (H) Good	3	pk1	1																0
Countess Item (H) Desecrated D			5					19	"gld,mul=2048"	11	Act 5 (H) Equip A	19	Act 5 (H) Junk	15	Act 5 (H) Good	3	pk1	1																0
Countess Item (H) Desecrated E			5					19	"gld,mul=2048"	11	Act 5 (H) Equip B	19	Act 5 (H) Junk	15	Act 5 (H) Good	3	pk1	1																0
Countess Item (H) Desecrated F			5					19	"gld,mul=2048"	11	Act 5 (H) Equip C	19	Act 5 (H) Junk	15	Act 5 (H) Good	3	pk1	1																0
Countess Desecrated A	35	11	-2	883	883	883	1024	0	Countess Item Desecrated A	1	Countess Rune	1																						0
Countess Desecrated B	35	34	-2	883	883	883	1024	0	Countess Item Desecrated B	1	Countess Rune	1																						0
Countess Desecrated C	35	48	-2	883	883	883	1024	0	Countess Item Desecrated C	1	Countess Rune	1																						0
Countess (N) Desecrated A	35	45	-2	883	883	983	1024	0	Countess Item (N) Desecrated A	1	Countess Rune (N)	1																						0
Countess (N) Desecrated B	35	59	-2	883	883	983	1024	0	Countess Item (N) Desecrated B	1	Countess Rune (N)	1																						0
Countess (N) Desecrated C	35	73	-2	883	883	983	1024	0	Countess Item (N) Desecrated C	1	Countess Rune (N)	1																						0
Countess (H) Desecrated A	35	82	-3	883	883	983	1024	0	Sunder Charms	1	Countess Item (H) Desecrated A	1	Countess Rune (H)	1																				0
Countess (H) Desecrated B	35	84	-3	883	883	983	1024	0	Sunder Charms	1	Countess Item (H) Desecrated B	1	Countess Rune (H)	1																				0
Countess (H) Desecrated C	35	87	-3	883	883	983	1024	0	Sunder Charms	1	Countess Item (H) Desecrated C	1	Countess Rune (H)	1																				0
Countess (H) Desecrated D	35	90	-3	883	883	983	1024	0	Sunder Charms	1	Countess Item (H) Desecrated D	1	Countess Rune (H)	1																				0
Countess (H) Desecrated E	35	93	-3	883	883	983	1024	0	Sunder Charms	1	Countess Item (H) Desecrated E	1	Countess Rune (H)	1																				0
Countess (H) Desecrated F	35	96	-3	883	883	983	1024	0	Sunder Charms	1	Countess Item (H) Desecrated F	1	Countess Rune (H)	1																				0
Act 1 (H) Champ A Desecrated	36	63	-2					0	Sunder Charms	1	Act 1 (H) Champ A	1																						0
Act 1 (H) Champ B Desecrated	36	66	-2					0	Sunder Charms	1	Act 1 (H) Champ B	1																						0
Act 1 (H) Champ C Desecrated	36	68	-2					0	Sunder Charms	1	Act 1 (H) Champ C	1																						0
Act 2 (H) Champ A Desecrated	36	69	-2					0	Sunder Charms	1	Act 2 (H) Champ A	1																						0
Act 2 (H) Champ B Desecrated	36	71	-2					0	Sunder Charms	1	Act 2 (H) Champ B	1																						0
Act 2 (H) Champ C Desecrated	36	72	-2					0	Sunder Charms	1	Act 2 (H) Champ C	1																						0
Act 3 (H) Champ A Desecrated	36	74	-2					0	Sunder Charms	1	Act 3 (H) Champ A	1																						0
Act 3 (H) Champ B Desecrated	36	75	-2					0	Sunder Charms	1	Act 3 (H) Champ B	1																						0
Act 3 (H) Champ C Desecrated	36	77	-2					0	Sunder Charms	1	Act 3 (H) Champ C	1																						0
Act 4 (H) Champ A Desecrated	36	78	-2					0	Sunder Charms	1	Act 4 (H) Champ A	1																						0
Act 4 (H) Champ B Desecrated	36	80	-2					0	Sunder Charms	1	Act 4 (H) Champ B	1																						0
Act 5 (H) Champ A Desecrated	36	81	-2					0	Sunder Charms	1	Act 5 (H) Champ A	1																						0
Act 5 (H) Champ B Desecrated	36	83	-2					0	Sunder Charms	1	Act 5 (H) Champ B	1																						0
Act 5 (H) Champ C Desecrated	36	85	-2					0	Sunder Charms	1	Act 5 (H) Champ C	1																						0
Act 1 (H) Unique A Desecrated	37	63	-2					0	Sunder Charms	1	Act 1 (H) Unique A	1																						0
Act 1 (H) Unique B Desecrated	37	66	-2					0	Sunder Charms	1	Act 1 (H) Unique B	1																						0
Act 1 (H) Unique C Desecrated	37	68	-2					0	Sunder Charms	1	Act 1 (H) Unique C	1																						0
Act 2 (H) Unique A Desecrated	37	69	-2					0	Sunder Charms	1	Act 2 (H) Unique A	1																						0
Act 2 (H) Unique B Desecrated	37	71	-2					0	Sunder Charms	1	Act 2 (H) Unique B	1																						0
Act 2 (H) Unique C Desecrated	37	72	-2					0	Sunder Charms	1	Act 2 (H) Unique C	1																						0
Act 3 (H) Unique A Desecrated	37	74	-2					0	Sunder Charms	1	Act 3 (H) Unique A	1																						0
Act 3 (H) Unique B Desecrated	37	75	-2					0	Sunder Charms	1	Act 3 (H) Unique B	1																						0
Act 3 (H) Unique C Desecrated	37	77	-2					0	Sunder Charms	1	Act 3 (H) Unique C	1																						0
Act 4 (H) Unique A Desecrated	37	78	-2					0	Sunder Charms	1	Act 4 (H) Unique A	1																						0
Act 4 (H) Unique B Desecrated	37	80	-2					0	Sunder Charms	1	Act 4 (H) Unique B	1																						0
Act 5 (H) Unique A Desecrated	37	81	-2					0	Sunder Charms	1	Act 5 (H) Unique A	1																						0
Act 5 (H) Unique B Desecrated	37	83	-2					0	Sunder Charms	1	Act 5 (H) Unique B	1																						0
Act 5 (H) Unique C Desecrated	37	85	-2					0	Sunder Charms	1	Act 5 (H) Unique C	1																						0
Act 1 (H) Super A Desecrated	38	67	-2					0	Sunder Charms	1	Act 1 (H) Super A	1																						0
Act 1 (H) Super B Desecrated	38	67	-2					0	Sunder Charms	1	Act 1 (H) Super B	1																						0
Act 1 (H) Super C Desecrated	38	68	-2					0	Sunder Charms	1	Act 1 (H) Super C	1																						0
Act 2 (H) Super A Desecrated	38	68	-2					0	Sunder Charms	1	Act 2 (H) Super A	1																						0
Act 2 (H) Super B Desecrated	38	69	-2					0	Sunder Charms	1	Act 2 (H) Super B	1																						0
Act 2 (H) Super C Desecrated	38	72	-2					0	Sunder Charms	1	Act 2 (H) Super C	1																						0
Act 3 (H) Super A Desecrated	38	73	-2					0	Sunder Charms	1	Act 3 (H) Super A	1																						0
Act 3 (H) Super B Desecrated	38	75	-2					0	Sunder Charms	1	Act 3 (H) Super B	1																						0
Act 3 (H) Super C Desecrated	38	78	-2					0	Sunder Charms	1	Act 3 (H) Super C	1																						0
Act 4 (H) Super A Desecrated	38	81	-2					0	Sunder Charms	1	Act 4 (H) Super A	1																						0
Act 4 (H) Super B Desecrated	38	84	-2					0	Sunder Charms	1	Act 4 (H) Super B	1																						0
Act 4 (H) Super C Desecrated	38	87	-2					0	Sunder Charms	1	Act 4 (H) Super C	1																						0
Act 5 (H) Super A Desecrated	38	90	-2					0	Sunder Charms	1	Act 5 (H) Super A	1																						0
Act 5 (H) Super B Desecrated	38	93	-2					0	Sunder Charms	1	Act 5 (H) Super B	1																						0
Act 5 (H) Super C Desecrated	38	96	-2					0	Sunder Charms	1	Act 5 (H) Super C	1																						0
Act 1 (H) Super Ax Desecrated	39	67	-2					0	Sunder Charms	1	Act 1 (H) Super Ax	1																						0
Act 1 (H) Super Bx Desecrated	39	67	-2					0	Sunder Charms	1	Act 1 (H) Super Bx	1																						0
Act 1 (H) Super Cx Desecrated	39	68	-2					0	Sunder Charms	1	Act 1 (H) Super Cx	1																						0
Act 2 (H) Super Ax Desecrated	39	68	-2					0	Sunder Charms	1	Act 2 (H) Super Ax	1																						0
Act 2 (H) Super Bx Desecrated	39	69	-2					0	Sunder Charms	1	Act 2 (H) Super Bx	1																						0
Act 2 (H) Super Cx Desecrated	39	72	-2					0	Sunder Charms	1	Act 2 (H) Super Cx	1																						0
Act 3 (H) Super Ax Desecrated	39	73	-2					0	Sunder Charms	1	Act 3 (H) Super Ax	1																						0
Act 3 (H) Super Bx Desecrated	39	75	-2					0	Sunder Charms	1	Act 3 (H) Super Bx	1																						0
